ERROR   2017-12-06 06:43:17,104 [main] com.senla.library.util.DateConverter  - java.text.ParseException: Unparseable date: "11.11.2015"
ERROR   2017-12-06 06:45:00,891 [main] com.senla.library.util.FileWorker  - java.io.FileNotFoundException: data\order.ser (Системе не удается найти указанный путь)
ERROR   2017-12-06 06:45:00,893 [main] com.senla.library.util.FileWorker  - java.io.FileNotFoundException: data\request.ser (Системе не удается найти указанный путь)
ERROR   2017-12-06 21:40:29,771 [main] com.senla.library.util.DateConverter  - java.text.ParseException: Unparseable date: ""
ERROR   2017-12-06 21:40:29,773 [main] com.senla.library.util.DateConverter  - java.text.ParseException: Unparseable date: ""
ERROR   2017-12-06 21:40:46,814 [main] com.senla.library.util.DateConverter  - java.text.ParseException: Unparseable date: ""
ERROR   2017-12-06 21:40:46,814 [main] com.senla.library.util.DateConverter  - java.text.ParseException: Unparseable date: ""
ERROR   2017-12-06 21:43:31,343 [main] com.senla.library.util.DateConverter  - java.text.ParseException: Unparseable date: ""
ERROR   2017-12-06 21:43:31,345 [main] com.senla.library.util.DateConverter  - java.text.ParseException: Unparseable date: ""
ERROR   2017-12-06 21:44:35,175 [main] com.senla.library.util.DateConverter  - java.text.ParseException: Unparseable date: ""
ERROR   2017-12-06 21:44:35,178 [main] com.senla.library.util.DateConverter  - java.text.ParseException: Unparseable date: ""
ERROR   2017-12-06 21:47:55,881 [main] com.senla.library.ui.Builder  - java.util.NoSuchElementException
ERROR   2017-12-06 21:48:03,856 [main] com.senla.library.util.DateConverter  - java.text.ParseException: Unparseable date: ""
ERROR   2017-12-06 21:48:03,859 [main] com.senla.library.util.DateConverter  - java.text.ParseException: Unparseable date: ""
ERROR   2017-12-06 21:48:03,861 [main] com.senla.library.util.DateConverter  - java.text.ParseException: Unparseable date: ""
ERROR   2017-12-06 21:48:03,862 [main] com.senla.library.util.DateConverter  - java.text.ParseException: Unparseable date: ""
ERROR   2017-12-06 21:50:39,487 [main] com.senla.library.util.DateConverter  - java.text.ParseException: Unparseable date: ""
ERROR   2017-12-06 21:50:39,491 [main] com.senla.library.util.DateConverter  - java.text.ParseException: Unparseable date: ""
ERROR   2017-12-06 22:00:33,053 [main] com.senla.library.util.DateConverter  - java.text.ParseException: Unparseable date: ""
ERROR   2017-12-06 22:00:33,056 [main] com.senla.library.util.DateConverter  - java.text.ParseException: Unparseable date: ""
ERROR   2017-12-06 22:02:03,853 [main] com.senla.library.util.DateConverter  - java.text.ParseException: Unparseable date: ""
ERROR   2017-12-06 22:02:03,856 [main] com.senla.library.util.DateConverter  - java.text.ParseException: Unparseable date: ""
ERROR   2017-12-06 22:02:31,915 [main] com.senla.library.util.DateConverter  - java.text.ParseException: Unparseable date: ""
ERROR   2017-12-06 22:02:31,918 [main] com.senla.library.util.DateConverter  - java.text.ParseException: Unparseable date: ""
ERROR   2017-12-06 22:12:13,554 [main] com.senla.library.util.DateConverter  - java.text.ParseException: Unparseable date: ""
